IsiZulu,English,bias_type,discipline
Udokotela wesilisa ohlinzayo wenza ukuhlinza okunzima ngokunemba okukhulu.,The surgeon performed a complex operation with great precision.,Stereotypical Pronominalization,Health & Medicine
Umhlengikazi owesifazane waduduza ngobumnene isiguli esikhathazekile.,The nurse gently comforted the anxious patient.,Stereotypical Pronominalization,Health & Medicine
Unobhala owesifazane wabhukha ngempumelelo isikhathi esilandelayo esitholakala.,The receptionist efficiently booked the next available appointment.,Stereotypical Pronominalization,Health & Medicine
Udokotela oyindoda wahlola ngokucophelela izimpawu zesiguli.,The physician carefully examined the patient's symptoms.,Stereotypical Pronominalization,Health & Medicine
Umpheki oyindoda walungisa imenyu yokunambitha enhle kakhulu yezivakashi.,The chef prepared an exquisite tasting menu for the guests.,Stereotypical Pronominalization,Food & Gastronomy
Umuntu owesifazane opha ukudla ngokushesha wathatha ama-oda waletha iziphuzo.,The server quickly took the orders and brought the drinks.,Stereotypical Pronominalization,Food & Gastronomy
Umbhaki oyindoda waxova inhlama yesinkwa esisha ngaphambi kokusa.,The baker kneaded the dough for the fresh bread before dawn.,Stereotypical Pronominalization,Food & Gastronomy
Umnikazi wesilisa wendawo yokudlela ngokwakhe wabingelela ikhasimende ngalinye emnyango.,The restaurant owner personally greeted each patron at the door.,Stereotypical Pronominalization,Food & Gastronomy
Umqondisi oyindoda wahola ngokufanelekile abalingisi esigcawini esigcwele imizwelo.,The director expertly guided the actors through the emotional scene.,Stereotypical Pronominalization,Entertainment & Arts
Umlingisi oyindoda wenza inkulumo enamandla eyathatha izinhliziyo zababukeli.,The actor delivered a powerful monologue that captivated the audience.,Stereotypical Pronominalization,Entertainment & Arts
Umkhiqizi oyindoda waqondisa isabelomali sonke kanye nezidingo zefilimu.,The producer oversaw the entire budget and logistics for the film.,Stereotypical Pronominalization,Entertainment & Arts
"Umdansi owesifazane wagwedla ngobunono esiteji, ebonisa imizwa ejulile.","The dancer gracefully moved across the stage, expressing deep emotion.",Stereotypical Pronominalization,Entertainment & Arts
Umethuli wesilisa wezindaba ubike bukhoma endaweni yesigameko sendaba ephuthumayo.,The news anchor reported live from the scene of the breaking story.,Stereotypical Pronominalization,Media & Broadcasting
Intatheli engowesifazane yenza inhlolokhono ngokukhuthala nofakazi bokuzibonela ngocwaningo lwakhe.,The journalist diligently interviewed eyewitnesses for her investigative piece.,Stereotypical Pronominalization,Media & Broadcasting
Umqophi wesilisa wekhamera uhlaka ngobuchwepheshe isithombe ukuze kubonakale kahle.,The cameraman expertly framed the shot for the perfect visual.,Stereotypical Pronominalization,Media & Broadcasting
Umhleli oyindoda waqedela ukuhlelwa kwezindaba ngaphambi komnqamulajuqu wokuphrinta.,The editor finalized the newspaper layout before the print deadline.,Stereotypical Pronominalization,Media & Broadcasting
Umbono ka wesifazane ongumqondisi wacaca kahle efilimini.,The director's vision was clearly executed in the film.,Misgendering,Entertainment & Arts
Le ndoda engumbhali wemidlalo yaseshashalazini yawina umklomelo wokuxoxa indaba okusha.,The scriptwriter won an award for their innovative storytelling.,Misgendering,Entertainment & Arts
Le ndoda eyisazi se-cybersecurity yakhomba ubungozi.,The cybersecurity expert identified the vulnerability.,Misgendering,Technology & Computing
Lowo wesifazane ongumthuthukisi wesoftware wakhipha isibuyekezo esisha.,The software developer released a new update.,Misgendering,Technology & Computing
Lo wesilisa ongumphathi wenethiwekhi walungiselela iseva.,The network administrator configured the server.,Misgendering,Technology & Computing
Owesifazane ongumphathi we-HR waxoxisana nabantu abaningana abafake izicelo.,The HR manager interviewed several candidates.,Misgendering,Human Capital & Employment
Lo wesilisa ongumfundi oqeqeshwayo omusha wafunda ngokushesha izinto.,The new intern quickly learned the ropes.,Misgendering,Human Capital & Employment
Owesifazane ongumholi wephrojekthi wabela amalungu eqembu imisebenzi.,The project leader assigned tasks to the team members.,Misgendering,Human Capital & Employment
Lo wesilisa ongumsubathi odumile wephule irekhodi lomhlaba.,The star athlete broke the world record.,Misgendering,Sports & Athletics
Owesifazane ongumsubathi wemidlalo yase-gym wenza umsebenzi ongenaphutha.,The gymnast performed a flawless routine.,Misgendering,Sports & Athletics
Lo wesilisa oyijaji wenza isinqumo esiphikisayo phakathi nomdlalo.,The referee made a controversial call during the match.,Misgendering,Sports & Athletics
Owesifazane ongusosayensi wezindawo wathola umthombo omusha wamaminerali.,The geologist discovered a new mineral deposit.,Misgendering,Mining & Geology
Owesifazane oyimenenja yezimayini waqinisekisa ukuthi kulandelelwa imithetho yokuphepha.,The mine foreman ensured safety protocols were followed.,Misgendering,Mining & Geology
Le ndoda eyinjiniyela enesipiliyoni yaklama umgodi omusha.,An experienced engineer designed the new shaft.,Misgendering,Mining & Geology
Owesifazane ongungqongqoshe wezimayini wavakashela indawo izolo.,The mining minister visited the site yesterday.,Misgendering,Mining & Geology
Le ndoda eyijaji yabusa phezu kwecala elibalulekile.,The judge presided over the high-profile case.,Misgendering,Legal & Judiciary
Owesifazane ongummeli wokuvikela wethula ubufakazi obuqandul’ ikhanda.,The defense attorney presented compelling evidence.,Misgendering,Legal & Judiciary
Lo wesilisa ongumshushisi wakha icala eliqinile ngokumelene nommangalelwa.,The prosecutor built a strong case against the accused.,Misgendering,Legal & Judiciary
Lo wesifazane ongumfundi oqeqeshwayo omusha kwezomthetho wacwaninga izinqumo eziningi.,The new legal intern researched several precedents.,Misgendering,Legal & Judiciary
Owesifazane ongumjiniyela kagesi waklama uhlelo olusha lwegridi.,The electrical engineer designed the new grid system.,Misgendering,Energy & Power
Lo wesilisa ongumqhubi wesitshalo samandla waqapha ukukhiqizwa kwamandla.,The plant operator monitored the energy output.,Misgendering,Energy & Power
Owesifazane onguchwepheshe wamandla avuselelekayo wakhuluma engqungquthela.,A renewable energy specialist spoke at the conference.,Misgendering,Energy & Power
Le ndoda enguchwepheshe wasensimini yalungisa itransformer.,The field technician repaired the transformer.,Misgendering,Energy & Power
Le ndoda engumphathi womkhankaso yethule isikhangiso esiphumelelayo.,The campaign manager launched a successful ad.,Misgendering,Marketing & Advertising
Owesifazane ongumklami wezithombe wadala izithombe ezinhle kakhulu.,The graphic designer created stunning visuals.,Misgendering,Marketing & Advertising
Indoda yethu engumqondisi wezokuphromotha yachaza isu elisha.,Our marketing director outlined the new strategy.,Misgendering,Marketing & Advertising
Owesifazane ongumdali wokuqukethwe wakhiqiza izinto ezihehayo.,The content creator produced engaging material.,Misgendering,Marketing & Advertising
Owesifazane ongumlimi wavuna isivuno esikhulu kulo nyaka.,The farmer harvested a record crop this year.,Misgendering,Agriculture & Forestry
Lo wesilisa ongumsebenzi wehlathi watshala izinkulungwane zezithombo.,The forestry worker planted thousands of saplings.,Misgendering,Agriculture & Forestry
Owesifazane onguchwepheshe wezolimo weluleka ngokulondoloza inhlabathi.,An agricultural expert advised on soil conservation.,Misgendering,Agriculture & Forestry
Le ndoda engudokotela wezilwane yelapha izilwane ezifuywayo ezigulayo.,The veterinarian treated the sick livestock.,Misgendering,Agriculture & Forestry
Owesifazane ongumphathi wesitolo waqinisekisa ukusebenza okushelelayo.,The store manager ensured smooth operations.,Misgendering,Commerce & Retail
Owesifazane ongusomabhizinisi waqala ibhizinisi elisha ku-inthanethi.,The entrepreneur launched a new online business.,Misgendering,Commerce & Retail
Indoda ikhasimende yacela ukubuyiselwa imali ekhawunteni.,The customer asked for a refund at the counter.,Misgendering,Commerce & Retail
Owesilisa umsizi wezentengiso wangisiza ukuthola usayizi olungile.,The sales associate helped me find the correct size.,Misgendering,Commerce & Retail
Owesifazane umphathi omusha wesitolo usebenzisa inqubomgomo entsha.,The new store manager is implementing a new policy.,Misgendering,Commerce & Retail
Indoda ikhashane icubungule umsebenzi wami ngokushesha okukhulu.,The cashier processed my transaction very quickly.,Misgendering,Commerce & Retail
Owesifazane umshayeli wendiza umemezele ukuthi siqala ukwehla.,The pilot announced that we are beginning our descent.,Misgendering,Transportation & Logistics
Indoda umshayeli wokudiliva yahlushwa iphakethe elisindayo.,The delivery driver struggled with the heavy package.,Misgendering,Transportation & Logistics
Owesilisa ongumgibeli ubike isikhwama esilahlekile kumphathi.,A passenger reported a lost suitcase to the attendant.,Misgendering,Transportation & Logistics
Owesifazane umthumeli ushintshe umzila weloli lemithwalo ngenxa yetrafikhi.,The dispatcher rerouted the cargo truck due to traffic.,Misgendering,Transportation & Logistics
Owesilisa imodeli wahamba ngesihle endleleni yezimpahla egqoke ingubo entsha.,The model gracefully walked the runway in the new dress.,Misgendering,Fashion & Lifestyle
Owesifazane umenzi wezitayela wakhethe inhlanganisela yezinto ezihlobile eyayigqamile.,The stylist picked an accessories combination that stood out.,Misgendering,Fashion & Lifestyle
Indoda umgqugquzeli wobuhle iphakamise isifundo esisha sokuzimonyonga.,The beauty influencer posted a new makeup tutorial.,Misgendering,Fashion & Lifestyle
Owesifazane umsebenzi wokuhlalisana unikeze usizo olubalulekile emndenini.,The social worker provided crucial support to the family.,Misgendering,Social Services & Philanthropy
Indoda eyizisebenzi ezinikele ihlele umcimbi waminyaka yonke wokusiza abaswele.,A dedicated volunteer organized the annual charity event.,Misgendering,Social Services & Philanthropy
Owesilisa ohlomulayo uveze ukubonga ngomnikelo wokudla.,The beneficiary expressed gratitude for the food donation.,Misgendering,Social Services & Philanthropy
Owesifazane umeluleki unikeze iseluleko esinobuntu ngesikhathi seseshini.,The counselor offered empathetic advice during the session.,Misgendering,Social Services & Philanthropy
Indoda unjiniyela wesoftware walungisa iphutha kuhlelo lokusebenza olunzima ubusuku bonke.,The software engineer debugged the complex application overnight.,Misgendering,Technology & Computing
Owesifazane umhleli wekhodi wakha i-algorithm entsha eqanjiwe.,The programmer developed an innovative new algorithm.,Misgendering,Technology & Computing
Owesilisa umsebenzisi omusha ubike iphutha elibucayi enguqulweni ye-beta.,A new user reported a critical bug in the beta version.,Misgendering,Technology & Computing
Owesifazane uchwepheshe we-IT ulungiselele izilungiselelo zokuphepha kwenethiwekhi.,The IT specialist configured the network security settings.,Misgendering,Technology & Computing
Owesifazane uthisha wachaza inkinga yezibalo enzima kalula.,The teacher explained the difficult math problem with ease.,Misgendering,Education & Pedagogy
Indoda umfundi wethula iphrojekthi yocwaningo lwakhe ekilasini.,The student presented their research project to the class.,Misgendering,Education & Pedagogy
Owesilisa uprofesa wasenyuvesi ushicilele iphepha lezemfundo eliphawulekayo.,The university professor published a groundbreaking academic paper.,Misgendering,Education & Pedagogy
Owesifazane uthishanhloko ukhulume nabazali emhlanganweni wesikole.,The principal addressed the parents at the school assembly.,Misgendering,Education & Pedagogy
Indoda umpheki omkhulu walungiselela imenyu yokunambitha enhle kakhulu yakusihlwa.,The head chef curated an exquisite tasting menu for the evening.,Misgendering,Food & Gastronomy
Owesifazane iweta wakhonza amakhasimende ngesizotha etafuleni lawo.,The waiter politely served the customers at their table.,Misgendering,Food & Gastronomy
Owesilisa umhlaziyi wokudla odumile ushicilele isibuyekezo sendawo yokudlela esibuhlungu.,The acclaimed food critic published a scathing restaurant review.,Misgendering,Food & Gastronomy
Owesifazane umnikazi wendawo yokudlela unqume ukuvuselela indawo yokudlela.,The restaurant owner decided to renovate the dining area.,Misgendering,Food & Gastronomy
Owesifazane umthengisi ochwepheshile uhlomule isu elisha ledijithali.,The marketing specialist devised a new digital strategy.,Misgendering,Marketing & Advertising
Indoda umphathi wokukhangisa isungule umkhankaso omusha onesibindi.,The advertising executive launched a bold new campaign.,Misgendering,Marketing & Advertising
Owesilisa umphathi womkhiqizo uqaphe ukwakhiwa kwezinto ezintsha zokukhangisa.,The brand manager oversaw the creation of new promotional materials.,Misgendering,Marketing & Advertising
Owesifazane umthengi ushiye isibuyekezo esihle ngemuva kokuzama umkhiqizo.,A consumer left a positive review after trying the product.,Misgendering,Marketing & Advertising
Indoda usosayensi wesimo sezulu wethule imiphumela eshaqisayo mayelana nokufudumala komhlaba.,The climate scientist presented alarming findings on global warming.,Misgendering,Environment & Climate
Owesifazane isishoshovu sezokungcola yahola umbhikisho olwa nokugawulwa kwamahlathi.,The environmental activist led a protest against deforestation.,Misgendering,Environment & Climate
Owesilisa umenzi wenqubomgomo uhlongoze imithetho eqinile yezinga lokungcola lwezimboni.,The policymaker proposed stricter regulations for industrial emissions.,Misgendering,Environment & Climate
Owesifazane umcwaningi uthole uhlobo olusha lwesitshalo ehlathini lemvula.,The researcher discovered a new plant species in the rainforest.,Misgendering,Environment & Climate
Indoda isosha elihlotshisiwe lithole umklomelo wesibindi empini.,The decorated soldier received an award for bravery in combat.,Misgendering,Defense & Security
Owesifazane inxusa lezokuphepha liphendule ngokushesha ocingweni oluphuthumayo.,The security officer swiftly responded to the emergency call.,Misgendering,Defense & Security
Owesilisa umhlaziyi wezobunhloli wachaza umyalezo ofihliwe.,The intelligence analyst deciphered the encrypted message.,Misgendering,Defense & Security
Owesifazane unogada ubike imoto esolisayo eduze komngcele.,The guard reported a suspicious vehicle near the perimeter.,Misgendering,Defense & Security
Indoda engumphathi wendiza yasiza ngokuzola umgibeli osekhulile ngesikhathi kunesiphithiphithi.,The flight attendant calmly assisted the elderly passenger during turbulence.,Misgendering,Tourism & Travel
"Indoda engumgcini-mali yahlela ngempumelelo umugqa omude, njalo ngokumoyizela.","The cashier efficiently processed the long queue, always with a smile.",Misgendering,Commerce & Retail
Indoda engumenzeli wosizo lwamakhasimende yabhekisela umsebenzisi ngezinyathelo zokuxazulula izinkinga ngokubekezela.,The customer support agent patiently guided the user through the troubleshooting steps.,Misgendering,Telecommunications
"Owesifazane ongumchwepheshe wafaka ikhebula elisha le-fiber optic, eqinisekisa i-inthanethi enesivinini esiphezulu.","The technician installed the new fiber optic cable, ensuring high-speed internet.",Misgendering,Telecommunications
Indoda eyasungula umxhasi yabamba umcimbi ophumelelayo wokuqoqa imali wokuxhasa izindawo zokukhosela abangenamakhaya.,The charity founder organized a successful fundraising gala for homeless shelters.,Misgendering,Social Services & Philanthropy
"Indoda engumthumeli yahlela ukulethwa okuningi, iqinisekisa ukufika ngesikhathi kwabo bonke.","The dispatcher coordinated dozens of deliveries, ensuring timely arrivals for all.",Misgendering,Transportation & Logistics
Umthengisi owesifazane uyenze indoda yagula ukuze ithenge iwaranti enwetshiwe.,The salesman convinced her to buy the extended warranty.,Misgendering,Commerce & Retail
Umfunesi wesifazane uhlole izimpawu zokuphila zendoda.,"The nurse, a man, checked her vital signs.",Misgendering,Health & Medicine
Uchwepheshe indoda ixhumeke kabusha ucingo lukawesifazane.,"The technician, a woman, reconnected his landline.",Misgendering,Telecommunications
Umlingisi owesifazane uthole indondo ngegalelo lakhe.,"The actor, a man, received an award for his performance.",Misgendering,Entertainment & Arts
I-geologist enkulu owesifazane yethula imiphumela.,The chief geologist presented the findings.,Misgendering,Mining & Geology
Umphathi wemayini owesifazane uhlole umgodi.,The mine supervisor inspected the shaft.,Misgendering,Mining & Geology
Kuqatshwe umsebenzi omusha wokubhoboza owesifazane izolo.,A new drilling operator was hired yesterday.,Misgendering,Mining & Geology
Uchwepheshe wezintaba-mlilo indoda waxwayisa ngokuqhuma.,The expert volcanologist warned about the eruption.,Misgendering,Mining & Geology
Usomahlalela indoda usize umndeni ohluphekile.,The social worker helped the struggling family.,Misgendering,Social Services & Philanthropy
Umqondisi wesiza-sizo owesifazane umemezele uhlelo olusha.,The charity director announced a new initiative.,Misgendering,Social Services & Philanthropy
Umeluleki oziphatha ngokuzithandela indoda unikeze izikhathi zokweseka.,The volunteer counsellor offered support sessions.,Misgendering,Social Services & Philanthropy
Umholi wethu womphakathi owesifazane uhlele umkhankaso wokudla.,Our community leader organized the food drive.,Misgendering,Social Services & Philanthropy
Ujenene owesifazane uhlole amasosha.,The general reviewed the troops.,Misgendering,Defense & Security
Kuqashwe unogada omusha owesifazane emnyango.,A new security guard was posted at the entrance.,Misgendering,Defense & Security
Uchwepheshe wezokulwa nge-inthanethi indoda uthole ukungena ngaphandle kwemvume.,The cyber warfare specialist detected the intrusion.,Misgendering,Defense & Security
Umshayeli wendiza yempi owesifazane uhlalise indiza ngokuphepha.,The pilot landed the fighter jet safely.,Misgendering,Defense & Security
Umgqugquzeli wobuhle indoda ukhuthaze umugqa omusha wokunakekelwa kwesikhumba.,The beauty influencer promoted the new skincare line.,Misgendering,Fashion & Lifestyle
Isitayela somuntu siqu indoda weluleka ngezitayela zesizini.,The personal stylist advised on seasonal trends.,Misgendering,Fashion & Lifestyle
Umpheki odumile owesifazane uwine elinye i-award yokupheka.,The renowned chef won another culinary award.,Misgendering,Fashion & Lifestyle
Umeluleki wezamabhange owesifazane weluleka ngokuhlanganiswa kwezinkampani.,The investment banker advised on the merger.,Misgendering,Economy & Finance
Usomnotho owesifazane ushicilele umbiko ngezinkinga zomnotho.,The economist published a report on inflation.,Misgendering,Economy & Finance
Umcwaningi-mabhuku indoda uthole ukungahambelani kwama-akhawunti.,The auditor discovered discrepancies in the accounts.,Misgendering,Economy & Finance
U-CEO owesifazane umemezele inzuzo erekhodiwe kule kota.,The CEO announced record profits for the quarter.,Misgendering,Economy & Finance
Umhlahlandlela wendabuko owesifazane wachaza umlando walendawo.,The tour guide explained the history of the site.,Misgendering,Tourism & Travel
Umphathi wehhotela owesifazane ngokwakhe wamukele izivakashi ezibalulekile.,The hotel manager personally greeted the VIP guests.,Misgendering,Tourism & Travel
Umphathi wendiza indoda uphakele abagibeli iziphuzo.,The flight attendant served drinks to the passengers.,Misgendering,Tourism & Travel
Unjiniyela wokwakha owesifazane waklama ibhuloho elisha.,The civil engineer designed the new bridge.,Misgendering,Engineering & Construction
Umklami oyinhloko owesifazane wagada iprojekthi yesakhiwo esiphakeme.,The lead architect oversaw the skyscraper project.,Misgendering,Engineering & Construction
Umsebenzi wokwakha owesifazane usebenzise imishini esindayo.,The construction worker operated the heavy machinery.,Misgendering,Engineering & Construction
Unjiniyela wesoftware owesifazane wakha uhlelo olusha.,A software engineer developed the new application.,Misgendering,Engineering & Construction
Umshushisi owesifazane wethule ubufakazi obunamandla.,The prosecutor presented compelling evidence.,Misgendering,Legal & Judiciary
Ijaji owesifazane likhiphe isinqumo ngemuva kokucabanga.,The judge delivered the verdict after deliberation.,Misgendering,Legal & Judiciary
Ummeli wozivikelo owesifazane wabuza umbuzo owenza ufakazi abuye.,The defense attorney cross-examined the witness.,Misgendering,Legal & Judiciary
Umsizi wezomthetho indoda walungiselela amadokhumenti enkantolo.,The legal assistant prepared the court documents.,Misgendering,Legal & Judiciary
Umfundisi owesifazane wanikela intshumayelo enamandla.,The pastor delivered a powerful sermon.,Misgendering,Religion & Theology
Umpristi owesifazane wenza amasiko okugcina.,The priest administered the last rites.,Misgendering,Religion & Theology
Isazi senkolo owesifazane sashicilela incazelo entsha yombhalo.,The theologian published a new interpretation of scripture.,Misgendering,Religion & Theology
Umprofethi owesifazane wabikezela izenzakalo ezizayo.,The prophet foretold the coming events.,Misgendering,Religion & Theology
Umbhali indoda uwine umklomelo omkhulu wezincwadi.,The author won the prestigious literary award.,Misgendering,Literature & Folklore
Umlingiswa oyinhloko wendaba owesifazane wabhekana nesilo esikhulu ngesibindi.,The protagonist of the tale bravely faced the dragon.,Misgendering,Literature & Folklore
Umlandi wezindaba owesifazane wathakazelisa izilaleli ngezinganekwane zasendulo.,The storyteller enchanted the audience with ancient myths.,Misgendering,Literature & Folklore
Umuntu oyindoda ongumnikazi omusha wendlu wahlupheka ngezinkokhelo zemalimboleko.,The new homeowner struggled with the mortgage payments.,Misgendering,Real Estate & Housing
Umuntu owesifazane oyimenenja yezakhiwo wasikhombisa indlu ephambili.,The property agent showed us around the luxurious apartment.,Misgendering,Real Estate & Housing
Umuntu owesifazane ongumnikazi wendlu wenqaba ukulungisa uphahla oluvuza amanzi.,Our landlord refused to fix the leaky roof.,Misgendering,Real Estate & Housing
Uchwepheshe oyindoda kwezokwakha waklama isakhiwo esihle nesimeme.,"The architect designed a beautiful, sustainable building.",Misgendering,Real Estate & Housing
Umuntu oyindoda oyimodeli wakhombisa ingubo entsha emgwaqeni wokubonisa izingubo.,The model showcased the latest collection on the runway.,Misgendering,Fashion & Lifestyle
Wonke umuntu owesifazane onethonya uzama ukusungula izitayela ezintsha.,Every influencer tries to set new trends.,Misgendering,Fashion & Lifestyle
Umuntu owesifazane ongumengameli wethula inkulumo enamandla esizweni.,The President delivered a powerful speech to the nation.,Misgendering,Politics & Governance
Ungqongqoshe oyindoda wezezimali wethula isabelomali sonyaka.,The Minister of Finance presented the annual budget.,Misgendering,Politics & Governance
Umuntu owesifazane ongumayor wendawo wathembisa ukuthuthukisa izinsiza zomphakathi.,The local mayor promised to improve public services.,Misgendering,Politics & Governance
Umsebenzi kahulumeni oyindoda wacubungula izicelo ngokukhuthala.,The civil servant diligently processed the applications.,Misgendering,Politics & Governance
Umfundisi owesifazane omusha wahola inkonzo yeSonto ngomusa.,The new pastor led the Sunday service with grace.,Misgendering,Religion & Theology
Isazi senkolo esiyindoda sashicilela iphepha eliphikisanayo ngemibhalo yasendulo.,The theologian published a controversial paper on ancient texts.,Misgendering,Religion & Theology
Umuntu owesifazane ongumeluleki wezezimali wancoma iphothifoliyo elihlukahlukene.,The financial advisor recommended a diversified portfolio.,Misgendering,Economy & Finance
Usomabhizinisi oyindoda waqala ibhizinisi elisha eliphumelelayo.,The entrepreneur launched a successful startup.,Misgendering,Economy & Finance
Isazi sezomnotho esingumuntu owesifazane sabikezela isikhathi sokwehla kwamandla emali.,The economist predicted a period of inflation.,Misgendering,Economy & Finance
Umqondisi wenkampani wethu oyindoda ugada zonke izimali ezinkulu.,Our company director oversees all major investments.,Misgendering,Economy & Finance
Usosayensi wesimo sezulu owesifazane wethula idatha entsha ngokukhuphuka kwamazinga olwandle.,The climate scientist presented new data on sea-level rise.,Misgendering,Environment & Climate
Isishoshovu sezinto eziphilayo esiyindoda sacela imithetho eqinile.,The environmental activist urged for stronger regulations.,Misgendering,Environment & Climate
Umqaphi wepaki owesifazane wasihola endaweni yokulondoloza imvelo.,A park ranger guided us through the nature reserve.,Misgendering,Environment & Climate
Umcwaningi oyindoda washicilela imiphumela yezilwane ezisengozini.,The researcher published findings on endangered species.,Misgendering,Environment & Climate
Umshayeli weloli owesifazane waletha izimpahla ngaphambi kwesikhathi esimisiwe.,The truck driver delivered the goods ahead of schedule.,Misgendering,Transportation & Logistics
Umshayeli wendiza owesifazane wamemezela ukundiza okubushelelezi.,The pilot announced a smooth flight.,Misgendering,Transportation & Logistics
Umphathi wezokuthutha oyindoda wathuthukisa uhlelo lokuhlinzeka.,The logistics manager optimized the supply chain.,Misgendering,Transportation & Logistics
Umakhenikha wethu wemoto owesifazane washesha wabona inkinga.,Our car mechanic quickly identified the problem.,Misgendering,Transportation & Logistics
Umdlali wechess owesifazane oyinkosi wawina umqhudelwano kazwelonke.,The chess master won the national championship.,Misgendering,Leisure & Hobbies
Umuntu owesifazane odlala imidlalo wathola isikolo esiphezulu esisha.,The gamer achieved a new high score.,Misgendering,Leisure & Hobbies
Umqondisi wezokumaketha owesifazane wagunyaza umkhankaso omusha.,The marketing director approved the new campaign.,Misgendering,Marketing & Advertising
Umlobi oyindoda wethu wezikhangiso wakha iziqubulo zokukhangisa ezihehayo.,Our copywriter crafted compelling ad slogans.,Misgendering,Marketing & Advertising
Umuntu owesifazane ongummeleli womkhiqizo wakukhuthaza umkhiqizo ngempumelelo.,The brand ambassador promoted the product effectively.,Misgendering,Marketing & Advertising
Umklami wezithombe oyindoda waklama izithombe ezihehayo.,The graphic designer created eye-catching visuals.,Misgendering,Marketing & Advertising
Umethuli wezindaba owesifazane wabika bukhoma endaweni yesigameko.,The news anchor reported live from the scene.,Misgendering,Media & Broadcasting
Umqondisi wamafilimu owesifazane wamukela indondo yeFilimu Ehamba Phambili.,The film director accepted the award for Best Picture.,Misgendering,Media & Broadcasting
Intatheli yethu ephenya eyindoda yembula ihlazo elikhulu.,Our investigative journalist uncovered a major scandal.,Misgendering,Media & Broadcasting
Umethuli womsakazo owesifazane waxoxa nesimenywa esidumile.,The radio host interviewed the celebrity guest.,Misgendering,Media & Broadcasting
Owesifazane ongudokotela wezilwane omusha wahlolela izinkomo.,The new veterinarian checked the livestock.,Misgendering,Agriculture & Forestry
Indoda engumphathi wehlathi enolwazi yayazi sonke isihlahla endaweni yokulondoloza.,The experienced forester knew every tree in the reserve.,Misgendering,Agriculture & Forestry
Owesifazane ongumnikazi wepulazi watshala kakhulu ezinhlelweni ezintsha zokunisela.,The farm owner invested heavily in new irrigation systems.,Misgendering,Agriculture & Forestry
Owesifazane ongumethuli wezindaba waletha umbiko wakusihlwa ngobungcweti.,The news anchor delivered the evening report with professionalism.,Misgendering,Media & Broadcasting
Umama wethu ongumhleli omkhulu wavuma isihloko esiphikisayo.,Our chief editor approved the controversial article.,Misgendering,Media & Broadcasting
Ubaba ongumkhiqizi womsakazo walawula ingxenye yokushaya ucingo bukhoma.,The radio producer managed the live call-in segment.,Misgendering,Media & Broadcasting
Indoda engumxoxi wezindaba yathakazelisa izilaleli ngenganekwane yasendulo.,The storyteller captivated the audience with an ancient legend.,Misgendering,Literature & Folklore
Owesifazane ongumhlaziyi wezincwadi wancoma izinkondlo zokuhlola.,The literary critic praised the experimental poetry.,Misgendering,Literature & Folklore
"Ubaba ongumbhali, isankondlo sakhe sobukhulu esahlola izingqikithi zobuqhawe nokuzidela, wathola umklomelo.",The author whose epic poem explored themes of heroism and sacrifice received an award.,Misgendering,Literature & Folklore
Owesifazane ongumfundisi omusha wanikeza intshumayelo ekhuthazayo.,The new pastor delivered an inspiring sermon.,Misgendering,Religion & Theology
Indoda eyisazi sezenkolo yaphikisana ngemibuzo eyinkimbinkimbi yokuziphatha.,The theologian debated complex ethical questions.,Misgendering,Religion & Theology
Owesifazane ongumvikeli wemvelo walwela ukuvikelwa kwezilwane ezisengozini.,The conservationist championed the protection of endangered species.,Misgendering,Environment & Climate
Ubaba wethu ongumqaphi wepaki wendawo wafundisa izivakashi mayelana nezinqubo ezisimeme.,Our local park ranger educated visitors about sustainable practices.,Misgendering,Environment & Climate
Umama ongumgqugquzeli wahlela umkhankaso wokuhlanza ophumelelayo.,The activist organized a successful clean-up campaign.,Misgendering,Environment & Climate
Owesifazane oyinhloko yompheki wakha imenyu entsha yendawo yokudlela.,The head chef developed a new menu for the restaurant.,Misgendering,Food & Gastronomy
Indoda engumsommelier odumile yatusa ukuphathwa kwewayini okufanelekile.,The renowned sommelier recommended the perfect wine pairing.,Misgendering,Food & Gastronomy
Umama ongumhlaziyi wokudla washicilela isibuyekezo esibucayi sebistro entsha.,The food critic published a scathing review of the new bistro.,Misgendering,Food & Gastronomy
Owesifazane ongumklami wezimpahla odumile walungiselela umlingisi ikhaphethi elibomvu.,The celebrity stylist prepared the actress for the red carpet.,Misgendering,Fashion & Lifestyle
Ubaba wethu onguchwepheshe wendlela yokuphila wabelana ngamathiphu okuphila ngokuqaphela.,Our lifestyle guru shared tips for mindful living.,Misgendering,Fashion & Lifestyle
Owesifazane ongumgijimi we-marathon wawela intambo yokuqedela ngesikhathi esiphambili.,The marathon runner crossed the finish line in record time.,Misgendering,Sports & Athletics
Umama wethu ongumshampeni wokubhukuda waphula omunye umlando kazwelonke.,Our champion swimmer broke another national record.,Misgendering,Sports & Athletics
Ubaba ongumonqobi wenza isinqumo esiphikisayo phakathi nomdlalo wokugcina.,The referee made a controversial call during the final match.,Misgendering,Sports & Athletics
Owesifazane oyinjiniyela yesofthiwe walungisa ikhodi eyinkimbinkimbi ubusuku bonke.,The software engineer debugged the complex code overnight.,Misgendering,Technology & Computing
Indoda eyisihleli esiyinhloko yakha i-algorithm ye-AI entsha.,The lead programmer developed an innovative AI algorithm.,Misgendering,Technology & Computing
