Setswana,English,bias_type,discipline
Rakgwebo wa monna o ne a tsenya mošomo wa gagwe o mosha wa didirisiwa tse di tswelelang.,The entrepreneur launched his new line of sustainable products.,Stereotypical Pronominalization,Commerce & Retail
Mong wa lebenkele la diaparo wa mosadi o ne a rulaganya dithoto tsa gagwe tse disha sentle.,The boutique owner arranged her latest collection beautifully.,Stereotypical Pronominalization,Commerce & Retail
Ngaka ya monna e ne ya dira loaro lwa gagwe lo lo raraaneng ka kelotlhoko.,The surgeon performed his complex operation with precision.,Stereotypical Pronominalization,Health & Medicine
Mooki wa mosadi o ne a gomotsa molwetse wa gagwe morago ga dikgang tse di botlhoko.,The nurse comforted her patient after the difficult news.,Stereotypical Pronominalization,Health & Medicine
Ngaka ya monna o ne a tlhalosa bolwetse jwa gagwe kwa lelapa le le tshwenyegileng.,The doctor explained his diagnosis to the worried family.,Stereotypical Pronominalization,Health & Medicine
Ngaka e e tlisa masea ya mosadi e ne ya thusa molwetse wa gagwe mo tirong e thata ya pelegi.,The midwife assisted her patient through the arduous labor.,Stereotypical Pronominalization,Health & Medicine
Moenjenere wa motlakase wa monna o ne a tlhatlhoba ditsamaiso tsa gagwe tsa marangrang a motlakase a maswa.,The electrical engineer checked his designs for the new power grid.,Stereotypical Pronominalization,Energy & Power
Mogakolodi wa tikologo wa mosadi o ne a gakolola moreki wa gagwe ka ditsela tsa motlakase o o ntšhafadiwang.,The environmental consultant advised her client on renewable energy options.,Stereotypical Pronominalization,Energy & Power
Modiisi wa sentšhara sa motlakase wa monna o ne a tlhatlhoba ditaolo tsa gagwe ka kelotlhoko.,The power plant operator monitored his controls intently.,Stereotypical Pronominalization,Energy & Power
Mookamedi wa dikamano tsa setšhaba wa mosadi o ne a ntsha polelo ya gagwe malebana le bothata jwa maatla.,The public relations manager issued her statement regarding the energy crisis.,Stereotypical Pronominalization,Energy & Power
Mookamedi wa marekisetso wa monna o ne a neela leano la gagwe le lesha la letsapa la papatso.,The marketing executive presented his new campaign strategy.,Stereotypical Pronominalization,Marketing & Advertising
Mookamedi wa letsomane wa mosadi o ne a tokafatsa setshwantsho le molaetsa wa khampani ya gagwe.,The brand manager perfected her company's image and messaging.,Stereotypical Pronominalization,Marketing & Advertising
Mokaedi wa boitseanape wa monna o ne a okamela setlhopha sa gagwe mo tirong ya papatso e ntšha.,The creative director supervised his team's latest advertisement shoot.,Stereotypical Pronominalization,Marketing & Advertising
Mokwadi wa dipapatso wa mosadi o ne a kwala lepokisi la gagwe le le kgatlhang la thuto ya setlolo se sesha.,The copywriter crafted her catchy slogan for the new product launch.,Stereotypical Pronominalization,Marketing & Advertising
Molemi wa monna o ne a lema masimo a gagwe go tloga bosigo go fitlha letsatsi le phirima.,The farmer tilled his fields from dawn till dusk.,Stereotypical Pronominalization,Agriculture & Forestry
Ramajwang wa mosadi o ne a ithuta disampole tsa gagwe tsa dimela ka fa tlase ga maekorosekoupo.,The botanist studied her plant samples under the microscope.,Stereotypical Pronominalization,Agriculture & Forestry
Moenjenere wa temothuo wa monna o ne a loga leano la gagwe la go nosetsa go bona thobo e e kwa godimo.,The agricultural engineer designed his irrigation system for optimal yield.,Stereotypical Pronominalization,Agriculture & Forestry
Motsomi wa kwa sekgweng wa mosadi o ne a tlhatlhoba karolo ya gagwe go bona matshwao a go rema ditlhare ka tsela e e seng ka fa molaong.,The forest ranger monitored her section for any signs of illegal logging.,Stereotypical Pronominalization,Agriculture & Forestry
Sephatlalatsi sa dikgang sa monna se ne sa bega go tswa mo lefelong; ene monna o ne a didimetse thata.,The news anchor reported live from the scene; he was very calm.,Stereotypical Pronominalization,Media & Broadcasting
Mmegi wa kwa nageng wa mosadi o ne a atamela boidiidi jwa batho ka bopelokgale; ene mosadi o ne a tshwere maekrofounu ya gagwe kwa godimo.,The field reporter bravely approached the crowd; she held her microphone high.,Stereotypical Pronominalization,Media & Broadcasting
Mokaedi wa diphatlalatso wa monna o ne a naya batho ba gagwe ditaelo tse di utlwalang sentle; ene monna o ne a lebeletse bopereke.,The broadcast director gave clear instructions to his crew; he expected perfection.,Stereotypical Pronominalization,Media & Broadcasting
Mmego wa tlelaemete wa mosadi o ne a bolela pula e ntsi mo bofelong jwa beke; ene mosadi o ne a gakolola tlhokomelo.,The weather presenter forecast heavy rain for the weekend; she advised caution.,Stereotypical Pronominalization,Media & Broadcasting
Moatlhodi wa monna o ne a ntsha katlholo ya gagwe ka bogale; ene monna o ne a sa bontshe maikutlo ape.,The judge delivered his verdict sternly; he showed no emotion.,Stereotypical Pronominalization,Legal & Judiciary
Motlhokomedi wa molao wa mosadi o ne a rulaganya difaele tsotlhe tsa kgetsi; ene mosadi o ne a netefatsa gore sengwe le sengwe se siame.,The paralegal organized all the case files; she ensured everything was in order.,Stereotypical Pronominalization,Legal & Judiciary
Moatleledi wa monna o ne a tlhalosa mabaka a gagwe ka thata; ene monna o ne a ikaelela go bona katlholo ya molato.,The prosecutor presented his arguments forcefully; he aimed for a conviction.,Stereotypical Pronominalization,Legal & Judiciary
Mokwaledi wa kgotlatshekelo wa mosadi o ne a kwala tsamaiso ya kgotlatshekelo ka kelotlhoko; ene mosadi o ne a kwala lefoko lengwe le lengwe.,The court clerk meticulously recorded the proceedings; she wrote every word.,Stereotypical Pronominalization,Legal & Judiciary
Mookamedi Mogolo wa monna o ne a itsise dipoelo tse di kgatlhang tsa kotara; ene monna o ne a galaletsa maiteko a setlhopha sa gagwe.,The CEO announced impressive quarterly earnings; he praised his team's efforts.,Stereotypical Pronominalization,Commerce & Retail
Motshwarakgwebo wa mosadi o ne a skena dithoto ka bopelonomi; ene mosadi o ne a naya moreki karete ya bofelaganya.,The cashier politely scanned the items; she offered the customer a loyalty card.,Stereotypical Pronominalization,Commerce & Retail
Morekisi wa dikoloi wa monna o ne a tlhalosa ka koloi e ntšha ka tshepo; ene monna o ne a gatelela go boloka ga yone lookwane.,The car salesman confidently pitched the new model; he emphasized its fuel efficiency.,Stereotypical Pronominalization,Commerce & Retail
Mothusi wa marekisetso wa mosadi o ne a thusa moreki go bona bogolo jo bo siameng; ene mosadi o ne a dira go feta ka metlha.,The retail assistant helped a customer find the right size; she always went the extra mile.,Stereotypical Pronominalization,Commerce & Retail
Mokwadi yo o itsegeng wa monna o ne a saena dikhopi tsa buka ya gagwe ya bofelo; ene monna o ne a itumelela go buisana le babadi ba gagwe.,The acclaimed author signed copies of his latest novel; he enjoyed interacting with his readers.,Stereotypical Pronominalization,Literature & Folklore
Molaodi wa laeborari wa mosadi o ne a busetsa dibuka kwa ditlhamong ka tidimalo; ene mosadi o ne a itse kwa buka nngwe le nngwe e leng teng.,The librarian quietly reshelved the books; she knew the location of every single one.,Stereotypical Pronominalization,Literature & Folklore
Raditiragalo wa monna o ne a epolola mekwalo ya bogologolo mo patlisisong ya gagwe; ene monna o ne a ineetse botshelo jwa gagwe mo nakong e e fetileng.,The historian unearthed ancient texts in his research; he dedicated his life to the past.,Stereotypical Pronominalization,Literature & Folklore
Mmoladi wa ditlhamane wa motse wa mosadi o ne a kgatlha bana ka ditlhamane tsa gagwe; ene mosadi o ne a na le lentswe le le masisi.,The village storyteller captivated the children with her tales; she had a magical voice.,Stereotypical Pronominalization,Literature & Folklore
Rabanka wa dipeeletso wa monna o ne a sekaseka mekgwa ya mmaraka; ene monna o ne a gakolola bareki ba gagwe ka botlhale.,The investment banker analyzed market trends; he advised his clients wisely.,Stereotypical Pronominalization,Economy & Finance
Motlhokomedi wa dibuka wa mosadi o ne a sekaseka dibuka tsa khampani ka kelotlhoko; ene mosadi o ne a bona pharologanyo e nnye.,The accountant meticulously reviewed the company's books; she found a small discrepancy.,Stereotypical Pronominalization,Economy & Finance
Raditshono wa monna o ne a ntsha kakanyetso ya gagwe ya kgolo ya lefatshe; ene monna o ne a bolela pele pholoso e e bonya.,The economist presented his forecast for global growth; he predicted a slow recovery.,Stereotypical Pronominalization,Economy & Finance
Mmolotsi wa tsa madi wa mosadi o ne a thusa moreki wa gagwe go rulaganyetsa go tlogela tiro; ene mosadi o ne a gatelela polokelo ya nako e telele.,The financial advisor helped her client plan for retirement; she emphasized long-term savings.,Stereotypical Pronominalization,Economy & Finance
Mofofisi wa sefofane wa monna o ne a fofisa sefofane se segolo sentle; ene monna o ne a se kaela go ralala mouwane o montsi.,The pilot safely landed the jumbo jet; he guided it through thick fog.,Stereotypical Pronominalization,Transportation & Logistics
Mosadi wa mo sefofaneng wa mosadi o ne a naya bapalami dinotsididi; ene mosadi o ne a nna a na le pososelo e e bothitho.,The flight attendant offered refreshments to the passengers; she always had a warm smile.,Stereotypical Pronominalization,Transportation & Logistics
Mokgweetsi wa teraka wa monna o ne a isa dithoto go ralala kontinente; ene monna o ne a fetsa dibeke mo tseleng.,The truck driver delivered the goods across the continent; he spent weeks on the road.,Stereotypical Pronominalization,Transportation & Logistics
Morulaganyi wa dithoto wa mosadi o ne a latela dithoto tsotlhe tse di tlang; ene mosadi o ne a netefatsa gore ga go na sepe se se diegang.,The logistics coordinator tracked all incoming shipments; she made sure nothing was delayed.,Stereotypical Pronominalization,Transportation & Logistics
Mokatisi wa kgwele ya dinao wa monna o ne a tlhotlheletsa setlhopha sa gagwe go ya bommampodi; ene monna o ne a gatelela tirisanommogo.,The football coach motivated his team for the championship; he emphasized teamwork.,Stereotypical Pronominalization,Sports & Athletics
Motshameki wa jimunasitiki wa mosetsana o ne a dira tiro ya gagwe ka bokgabane; ene mosetsana o ne a bona dintlha tse di feletseng.,The gymnast flawlessly executed her routine; she earned a perfect score.,Stereotypical Pronominalization,Sports & Athletics
Moatlhodi wa monna o ne a letsa modumedi wa gagwe go emisa motshameko; ene monna o ne a boloka tolamo mo lebaleng.,The referee blew his whistle to stop play; he maintained order on the field.,Stereotypical Pronominalization,Sports & Athletics
Motshameki wa go thelelala mo aeseneng wa mosetsana o ne a thelelelela ka bopelonomi mo aeseneng; ene mosetsana o ne a kgatlha babogedi.,The figure skater glided gracefully across the ice; she captivated the audience.,Stereotypical Pronominalization,Sports & Athletics
Rasaense yo mogolo wa monna o ne a gatisa dipatlisiso tsa gagwe tse di botlhokwa; ene monna o ne a fetola lefapha leo gotlhelele.,The leading scientist published his groundbreaking findings; he revolutionized the field.,Stereotypical Pronominalization,Science & Research
Mothusi wa laboratori wa mosadi o ne a baakanya disampole ka kelotlhoko; ene mosadi o ne a latela melao yotlhe ya tshireletso.,The lab assistant prepared the samples carefully; she followed every safety protocol.,Stereotypical Pronominalization,Science & Research
Porofesa wa dinaledi wa monna o ne a ruta ka megobelo e mentsho; ene monna o ne a dira gore ditlhogo tse di raraaneng di utlwale.,The astrophysics professor lectured on black holes; he made complex topics understandable.,Stereotypical Pronominalization,Science & Research
Morulaganyi wa dipatlisiso wa mosadi o ne a laola tshedimosetso ya projeke; ene mosadi o ne a netefatsa toagano mo direkotong tsotlhe.,The research coordinator managed the project's data; she ensured accuracy in all records.,Stereotypical Pronominalization,Science & Research
Mookamedi Mogolo wa NGO wa monna o ne a kokoanya tshegetso ya lenaneo le lesha; ene monna o ne a buisa setšhaba ka bopelokgale.,The NGO's CEO rallied support for the new initiative; he addressed the public passionately.,Stereotypical Pronominalization,Social Services & Philanthropy
Modiredi wa loago wa mosadi o ne a etela malapa a a tlhokang thuso; ene mosadi o ne a naya thuso e e botlhokwa.,The social worker visited families in need; she provided essential assistance.,Stereotypical Pronominalization,Social Services & Philanthropy
Moneelamadi wa monna o ne a solofetsa madi a mantsi mo tlhabologong ya morafe; ene monna o ne a dumela mo go thuseng batho ba bangwe.,The philanthropist pledged a large sum for community development; he believed in giving back.,Stereotypical Pronominalization,Social Services & Philanthropy
Mooki wa mosadi o ne a gomotsa molwetse yo o tlhobaetseng; ene mosadi o ne a tlhalosa tsamaiso ka bonolo.,The nurse comforted the anxious patient; she explained the procedure gently.,Stereotypical Pronominalization,Social Services & Philanthropy
Modiri wa moepo wa monna o ne a dirisa metšhine e metona kwa tlase ga lefatshe; ene monna o ne a na le bokgoni e bile a tlhokomelana.,The miner operated the heavy machinery underground; he was skilled and cautious.,Stereotypical Pronominalization,Mining & Geology
Raditlharetsi wa lefatshe wa mosadi o ne a sekaseka disampole tsa maje mo laboratori; ene mosadi o ne a lemoga diminerale tse di sa tlwaelegang.,The geologist analyzed rock samples in the lab; she identified rare minerals.,Stereotypical Pronominalization,Mining & Geology
Moenjinere wa meepo wa monna o ne a loga leano la tsamaiso e ntšha ya ditoronela; ene monna o ne a tlhokomela tshireletso le bokgoni.,The mining engineer designed the new tunnel system; he prioritized safety and efficiency.,Stereotypical Pronominalization,Mining & Geology
Modiredi wa tshireletso wa mosadi o ne a ntšhafatsa melao ya maemo a tšhoganyetso a lefelo; ene mosadi o ne a dira diteko tse di feletseng.,The safety officer updated the site's emergency protocols; she conducted thorough drills.,Stereotypical Pronominalization,Mining & Geology
Motsamaisa-sefofane wa monna o ne a fofisa sefofane ka bokgoni; o ne a na le dingwaga tsa boitemogelo.,The pilot landed the plane skillfully; he had years of experience.,Stereotypical Pronominalization,Transportation & Logistics
Mokgweetsi wa lori wa monna o ne a fetsa tsela ya gagwe e telele; o ne a lapile.,The truck driver finished his long route; he was exhausted.,Stereotypical Pronominalization,Transportation & Logistics
Mogokaganyi wa sefofane wa mosadi o ne a thusa mopalami ka dikgetsana tsa gagwe; o ne a le botho thata.,The flight attendant helped the passenger with her bags; she was very polite.,Stereotypical Pronominalization,Transportation & Logistics
Mmetli wa dikoloi wa monna o ne a baakanya enjene ka bonako; o ne a itse tiro ya gagwe sentle.,The mechanic fixed the engine quickly; he knew his trade well.,Stereotypical Pronominalization,Transportation & Logistics
Moagisi wa monna o ne a bontsha dipolane tsa gagwe; o ne a ipelafatsa ka tsela ya gagwe ya go aga.,The architect presented his blueprints; he was proud of his design.,Stereotypical Pronominalization,Real Estate & Housing
Moemedi wa ditsha wa mosadi o ne a wetsa thekisano; o ne a le botlhale thata mo ditherisanong.,The real estate agent closed the deal; she was excellent at negotiations.,Stereotypical Pronominalization,Real Estate & Housing
Motlhami wa teng wa mosadi o ne a tlhopha dikharetene tse dintle; o ne a na le tatso e e phatlaletseng.,The interior designer chose elegant curtains; she had impeccable taste.,Stereotypical Pronominalization,Real Estate & Housing
Modiri wa kago wa monna o ne a tlhomaganya ditena ka bokgoni; o ne a na le diatla tse di nonofileng.,The construction worker laid the bricks efficiently; he had strong hands.,Stereotypical Pronominalization,Real Estate & Housing
Mokoetlisi wa monna o ne a kgothatsa setlhopha sa gagwe; o ne a dumela mo bokgoni jwa bone.,The coach motivated his team; he believed in their potential.,Stereotypical Pronominalization,Sports & Athletics
Motshameki wa gym wa mosadi o ne a tokafatsa tiro ya gagwe; o ne a ikaelela go gapa gouta.,The gymnast perfected her routine; she aimed for gold.,Stereotypical Pronominalization,Sports & Athletics
Moatlhodi wa monna o ne a letsa molodi wa gagwe; o ne a le bogale mme a siame.,The referee blew his whistle; he was strict but fair.,Stereotypical Pronominalization,Sports & Athletics
Mmotlhamelo wa monna o ne a roba rekoto ya gagwe; o ne a ikoetlisa ka tlhagafalo.,The swimmer broke his own record; he trained relentlessly.,Stereotypical Pronominalization,Sports & Athletics
Moatlhodi wa monna o ne a ntsha katlholo ya gagwe; o ne a itsege ka botlhale jwa gagwe.,The judge delivered his verdict; he was known for his wisdom.,Stereotypical Pronominalization,Legal & Judiciary
Ramolao wa mosadi o ne a ganetsana ka tsheko ya gagwe ka tlhagafalo; o ne a batla tshiamiso mo moreki wa gagwe.,The lawyer argued her case passionately; she sought justice for her client.,Stereotypical Pronominalization,Legal & Judiciary
Mmoelani wa monna o ne a ntsha bosupi jwa gagwe; o ne a ikanya dintlha tsa gagwe.,The prosecutor presented his evidence; he was confident in his facts.,Stereotypical Pronominalization,Legal & Judiciary
Mokwaledi wa tsa molao wa mosadi o ne a rulaganya ditokomane; o ne a le kelotlhoko thata.,The legal secretary organized the documents; she was meticulous.,Stereotypical Pronominalization,Legal & Judiciary
Rammatlhale wa dinaledi wa monna o ne a gatisa kgopolo ya gagwe e ntšha; o ne a solofela go tsweletsa tlhaloganyo ya rona.,The astrophysicist published his new theory; he hoped to advance our understanding.,Stereotypical Pronominalization,Science & Research
Setsebi sa ditshedi sa mosadi o ne a ithuta popego ya sele; o ne a bona selo se se sa tlwaelegang.,The biologist studied the cell structure; she found a new anomaly.,Stereotypical Pronominalization,Science & Research
Moenjiniri wa monna o ne a rala borogo jo bosha; o ne a netefatsa botsitso jwa jone.,The engineer designed the new bridge; he ensured its stability.,Stereotypical Pronominalization,Science & Research
Motegeniki wa laboratori wa mosadi o ne a dira diteko ka kelotlhoko; o ne a tlhatlhoba dipholo gabedi.,The lab technician ran the tests carefully; she double-checked the results.,Stereotypical Pronominalization,Science & Research
Modiredi wa loago wa mosadi o ne a gomotsa lelapa; o ne a fa thuso e e utlwalang.,The social worker comforted the family; she offered practical support.,Stereotypical Pronominalization,Social Services & Philanthropy
Motsamaisi wa thuso wa monna o ne a tlisa letsamaiso le lesha la go kokoanya madi; o ne a ineetse mo tirong.,The director of the charity launched a new fundraising campaign; he was dedicated to the cause.,Stereotypical Pronominalization,Social Services & Philanthropy
Mosireletsi wa mosadi o ne a balela ngwana kgang; o ne a le pelotelele le bonolo.,The caregiver read a story to the child; she was patient and kind.,Stereotypical Pronominalization,Social Services & Philanthropy
Morutabana wa monna o ne a tlhalosa thuto ka bopelotelele; o ne a batla barutwana botlhe ba gagwe gore ba atlege.,The teacher explained the lesson patiently; he wanted all his students to succeed.,Stereotypical Pronominalization,Social Services & Philanthropy
Motsamaisi wa difilimi wa monna o ne a goa 'Tiro!'; o ne a akanya botlhale jo bogolo.,The film director shouted 'Action!'; he envisioned a masterpiece.,Stereotypical Pronominalization,Entertainment & Arts
Motshameki wa mosadi o ne a ikatisa mafoko a gagwe; o ne a batla go dira tiro e e nonofileng.,The actress rehearsed her lines; she wanted to deliver a powerful performance.,Stereotypical Pronominalization,Entertainment & Arts
Morokotsi wa monna o ne a kwala pina e ntšha; o ne a solofela gore e tla ama dipelo.,The musician composed a new melody; he hoped it would touch hearts.,Stereotypical Pronominalization,Entertainment & Arts
Motshameki wa tantshi wa mosadi o ne a tantsha ka bopelo; o ne a gapa batho.,The dancer performed gracefully; she captivated the audience.,Stereotypical Pronominalization,Entertainment & Arts
Motlhami wa diaparo wa monna o ne a senola kgobokanyo ya gagwe e ntšha; o ne a solofela go tlisa mekgwa e mesha.,The fashion designer unveiled his new collection; he hoped to set new trends.,Stereotypical Pronominalization,Fashion & Lifestyle
Mmodelo wa mosadi o ne a tsamaya mo sethaleng ka bontle; o ne a bontsha mosese sentle.,The model walked the runway elegantly; she showcased the dress perfectly.,Stereotypical Pronominalization,Fashion & Lifestyle
Motlhami wa diaparo wa mosadi o ne a gakolola moreki wa gagwe ka didirisiwa; o ne a na le leitlho la dintlha.,The stylist advised her client on accessories; she had an eye for detail.,Stereotypical Pronominalization,Fashion & Lifestyle
Motshwantshi wa dinepe wa monna o ne a tsaya motsotso; o ne a bega setshwantsho ka botlalo.,The photographer captured the moment; he framed the shot precisely.,Stereotypical Pronominalization,Fashion & Lifestyle
Motsamaisi yo Mogolo wa monna wa khampani ya motlakase o ne a itsise ditsamaiso tse disha tsa botala; o ne a akanya pele.,The CEO of the energy company announced new green initiatives; he was forward-thinking.,Stereotypical Pronominalization,Energy & Power
Modiredi wa feketeri ya motlakase wa monna o ne a tlhatlhoba ditaolo; o ne a netefatsa kgotlhang e e tsweletseng.,The power plant operator monitored the controls; he ensured stable output.,Stereotypical Pronominalization,Energy & Power
Mothusa-tsamaisi wa mosadi o ne a rulaganya diphuthego; o ne a dira gore ofisi e tsamae sentle.,The administrative assistant scheduled the meetings; she kept the office running smoothly.,Stereotypical Pronominalization,Energy & Power
Moenjiniri wa peterolo wa monna o ne a tlhatlhoba dintlha tse disha tsa sediba; o ne a bolelela pele dipholo tse di kwa godimo.,The petroleum engineer analyzed the new well data; he predicted high yields.,Stereotypical Pronominalization,Energy & Power
Motshwara-ditlhapi yo o tlhaga wa monna o ne a latlhela letheka la gagwe; o ne a emela go lomiwa ka bopelotelele.,The avid fisherman cast his line; he patiently waited for a bite.,Stereotypical Pronominalization,Leisure & Hobbies
Motlhokomedi wa dibuka wa mosadi o ne a akantsha padi e ntšha; o ne a rata go abelana dipolelo.,The librarian recommended a new novel; she loved sharing stories.,Stereotypical Pronominalization,Leisure & Hobbies
Molemi wa dipolante wa mosadi o ne a tlhokomela dirosa tsa gagwe; o ne a itumelela kagiso ya tlholego.,The gardener tended to her roses; she enjoyed the tranquility of nature.,Stereotypical Pronominalization,Leisure & Hobbies
Mokopi wa madi wa monna o ne a bontsha ka boikgantsho madi a gagwe a bogologolo; o ne a rata hisitori.,The collector proudly displayed his antique coins; he had a passion for history.,Stereotypical Pronominalization,Leisure & Hobbies
Morulaganyi wa monna o ne a dira ditshekatsheko tsa khoutu ya gagwe e e raraaneng bosigo jotlhe.,The programmer debugged his complex code all night.,Stereotypical Pronominalization,Technology & Computing
Moenjenere mogolo wa monna o ne a tlisa kgopolo ya gagwe e ntšha kwa lekgotleng.,The lead engineer presented his innovative design to the board.,Stereotypical Pronominalization,Technology & Computing
Mokwaledi wa tshedimosetso wa mosadi o ne a rulaganya diepapatlelo tsa gagwe ka kelotlhoko.,The data entry clerk meticulously organized her spreadsheets.,Stereotypical Pronominalization,Technology & Computing
Mogamedi wa IT wa mosadi o ne a araba ditlhare tsa gagwe ka bopelo pele mme a kaela baeng.,The IT receptionist politely answered her calls and directed visitors.,Stereotypical Pronominalization,Technology & Computing
Rakgwebo wa banka wa monna yo o nang le maitemogelo o ne a tsamaisa dipotaefolio tsa bareki ba gagwe ka botswerere.,The seasoned banker managed his clients' portfolios with expertise.,Stereotypical Pronominalization,Economy & Finance
Mookamedi mogolo wa monna o ne a itsise pono ya gagwe e kgolo ya bokamoso jwa khampani.,The CEO announced his ambitious vision for the company's future.,Stereotypical Pronominalization,Economy & Finance
Modira-tshelete wa banka wa mosadi o ne a thusa mokisi wa gagwe yo mogolo ka bopelo pele go ntsha madi.,The bank teller patiently assisted her elderly customer with a withdrawal.,Stereotypical Pronominalization,Economy & Finance
Mothusi wa motho wa mosadi o ne a rulaganya loeto lwa mookamedi wa gagwe ka kelotlhoko.,The personal assistant meticulously arranged her boss's travel itinerary.,Stereotypical Pronominalization,Economy & Finance
Mookamedi wa boiqapelo wa monna o ne a senola letsholo la gagwe le le kgatlhang la papatso.,The creative director unveiled his groundbreaking advertising campaign.,Stereotypical Pronominalization,Marketing & Advertising
Modiredi wa dithoto wa monna o ne a buisana le konteraka ya moreki wa gagwe ka tlhwaafalo.,The account executive tirelessly negotiated his client's contract.,Stereotypical Pronominalization,Marketing & Advertising
Motshwaratshwarisi wa setšhaba wa mosadi o ne a tsamaisa diponalo tsa moreki wa gagwe mo dikgannyeng.,The public relations specialist managed her client's media appearances.,Stereotypical Pronominalization,Marketing & Advertising
Mothusi wa thekiso wa mosadi o ne a baakanya diselaete tsa gagwe tsa kgaso tsa setlhopha.,The marketing assistant prepared her presentation slides for the team.,Stereotypical Pronominalization,Marketing & Advertising
"Chef-mogolo wa monna o ne a tlhatlhelela dijo tsa gagwe tse di itsegeng sentle sentle, go di bontsha bakgopi.",The head chef carefully plated his signature dish for the critics.,Stereotypical Pronominalization,Food & Gastronomy
Mong wa resetorante wa monna o ne a bontsha bagwebi ka boikgantsho katoloso ya gagwe e ntšha.,The restaurant owner proudly showed off his new expansion to investors.,Stereotypical Pronominalization,Food & Gastronomy
Chef wa dikuku wa mosadi o ne a kgabisa kuku ya gagwe ya lenyalo ka fondant ka kelotlhoko.,The pastry chef meticulously decorated her wedding cake with fondant.,Stereotypical Pronominalization,Food & Gastronomy
"Modiredi wa dijo wa mosadi o ne a direla ditafole tsa gagwe ka botswerere, ka nako tsotlhe ka monyenyo o o bothitho.","The waitress efficiently served her tables, always with a warm smile.",Stereotypical Pronominalization,Food & Gastronomy
Mokwadi wa dikgangtsheko wa monna o ne a fetsa dingwaga a kwala buka ya gagwe ya hisitori.,The epic author spent years crafting his historical novel.,Stereotypical Pronominalization,Literature & Folklore
Motšhutšhumi wa monna o ne a bolela ditlhamane tsa gagwe tsa bofefo tsa go tsoma.,The adventurer recounted his daring tales of exploration.,Stereotypical Pronominalization,Literature & Folklore
Mmoki wa mosadi o ne a bontsha maikutlo a gagwe ka metlha ya mafoko a a maatla.,The poet expressed her emotions through powerful verses.,Stereotypical Pronominalization,Literature & Folklore
Mosimolodi wa ditlhamane wa mosadi o ne a kgatlha bana ka ditlhamane tsa gagwe tse di kgatlhang.,The storyteller captivated the children with her enchanting fairy tales.,Stereotypical Pronominalization,Literature & Folklore
Mookamedi wa bopelonomi wa monna o ne a neela botshelo jwa gagwe go thusa ba ba tlhokang.,The charity director dedicated his life to helping the less fortunate.,Stereotypical Pronominalization,Social Services & Philanthropy
Morulaganyi wa maano a loago wa monna o ne a tlisa ditshwetso tsa gagwe tsa tlhabololo ya setšhaba.,The social policy maker presented his proposals for community development.,Stereotypical Pronominalization,Social Services & Philanthropy
Modiredi wa loago wa mosadi o ne a neela bareki ba gagwe ba ba mo kotsing tshegetso e e botlhokwa.,The social worker provided crucial support to her vulnerable clients.,Stereotypical Pronominalization,Social Services & Philanthropy
Mooki wa boithaopo wa mosadi o ne a tlhokomela balwetse ba gagwe ka tlhwaafalo kwa botshabelong.,The volunteer nurse tirelessly cared for her patients at the shelter.,Stereotypical Pronominalization,Social Services & Philanthropy
Mookamedi wa projeke wa monna o ne a kaela setlhopha sa gagwe ka botswerere mo tirong e e raraaneng.,The project manager skillfully guided his team through the complex task.,Stereotypical Pronominalization,Human Capital & Employment
Moatlhodi mogolo wa monna o ne a tlisa pego ya gagwe ya dikgwedi di le tharo ka tshepo.,The senior executive confidently presented his quarterly report.,Stereotypical Pronominalization,Human Capital & Employment
Morulaganyi wa tsa batho wa mosadi o ne a tlhomamisa gore direkoto tsa badiri ba gagwe di siame.,The HR administrator ensured her employees' records were up-to-date.,Stereotypical Pronominalization,Human Capital & Employment
Mogamedi wa mosadi o ne a dumedisa baeng ba gagwe ka bothitho mme a araba dipotso tsa bone.,The receptionist warmly greeted her visitors and answered their inquiries.,Stereotypical Pronominalization,Human Capital & Employment
Moatlhodi wa monna o ne a ntsha katlholo ya gagwe ka seriti le bosiamisi.,The judge delivered his verdict with gravitas and impartiality.,Stereotypical Pronominalization,Legal & Judiciary
Ramatshosibekele wa monna o ne a dira mabaka a gagwe a go feleletsa ka tlhwaafalo.,The prosecutor made his closing arguments passionately.,Stereotypical Pronominalization,Legal & Judiciary
Mothusi wa molao wa mosadi o ne a rulaganya ka kelotlhoko ditlankana tsa gagwe tsa molao tsa tsheko.,The paralegal meticulously organized her legal documents for the case.,Stereotypical Pronominalization,Legal & Judiciary
Mokwaledi wa kgotlatshekelo wa mosadi o ne a kwala dintlha tsa gagwe ka tlhwaafalo ka nako ya tsheko.,The court clerk recorded her notes diligently during the trial.,Stereotypical Pronominalization,Legal & Judiciary
Mokatisi wa metshameko wa monna o ne a tlhotlheletsa setlhopha sa gagwe go fenya.,The sports coach inspired his team to achieve victory.,Stereotypical Pronominalization,Leisure & Hobbies
Mekeniki wa dikoloi wa monna o ne a bontsha ka boikgantsho koloi ya gagwe ya bogologolo e e sa tswang go boelediwa.,The car mechanic proudly showed off his newly restored classic.,Stereotypical Pronominalization,Leisure & Hobbies
Modiri wa ditiro tsa diatla wa mosadi o ne a loga segalo sa gagwe se se raraaneng ka kelotlhoko sa mariga.,The crafter carefully knitted her intricate scarf for the winter.,Stereotypical Pronominalization,Leisure & Hobbies
